Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
Review of methodologies for composite material modelling incorporating failure,"Orifici, AC; Herszberg, I; Thomson, RS","Advanced composite materials are finding increasing application in aerospace, marine and many other industries due to the advantages in performance, structural efficiency and cost they provide. However, despite years of extensive research around the world, a complete and validated methodology for predicting the behaviour of composite structures including the effects of damage has not yet been fully achieved. The Cooperative Research Centre for Advanced Composite Structures (CRC-ACS) is leading a currently running collaborative project to develop a methodology for determining mechanical behaviour and failure in composite structures. Key drivers of the project are the use of multi-axial testing machines for material characterisation and an appreciation of the issues involved due to the different length scales of any analysis. As part of the project, a critical review was performed to assess the state of the art in material constitutive modelling and composite failure theories. This paper summarise the results of the review, which includes a discussion of the various theories and approaches within the context of the dissipated energy density framework. The results of the review will be applied within the project to select appropriate constitutive modelling and failure approaches for implementation within a data-driven material characterisation methodology. (C) 2008 Elsevier Ltd. All rights reserved.",2008,,COMPOSITE STRUCTURES,86,3-Jan,194-210,WOS:000258608500024,10.1016/j.compstruct.2008.03.007,,#20374,Orifici 2008,,
Thermoregulatory responses of junior lifesavers wearing protective clothing,"Sinclair, WH; Crowe, MJ; Spinks, WL; Leicht, AS","This study investigated the influence of protective clothing worn to prevent marine stinger envenomation on the thermoregulatory responses of prepubescent surf lifesavers exercising in situ under hot and humid conditions (27 degrees C, 78% relative humidity). Participants performed beach and water activities typically associated with junior surf lifesaving competition in a randomised cross-over design on two separate occasions 7 days apart: one wearing a full-length Lycra stinger suit (S) and one wearing normal swimwear (SW). Skin (T-SK) and core (T-C) body temperatures, skin blood flow (SKBF), heart rate (HR), body mass, thermal comfort and perceived effort were assessed pre-, mid- (following beach activities) and post-exercise (following water activities). Sweat rates were compared between S and SW. T-C was greater following beach activities for S (37.78 degrees C 0.06) compared to SW (37.60 degrees C +/- 0.07; p < 0.05) and mate participants experienced greater T-C (37.97 degrees C +/- 0.09) than their female counterparts (37.71 degrees C +/- 0.07 degrees C). TSK following both the beach and water activities were lower than pre-exercise (p < 0.05). SKBF was significantly increased for calf across time (p < 0.01). Mate participants experienced a higher HR for S compared to female participants (p < 0.01) while the opposite applied to SW (p < 0.01). There were no gender or between-condition differences for sweat rate or perceived effort. There was evidence of heat storage white stinger suits were worn during beach activities in the absence of any differences in exercise intensity or sweat rate. The results of the present study suggest that the stinger suits should be limited to water-based activities. (c) 2007 Sports Medicine Australia. Published by Elsevier Ltd. AR rights reserved.",2008,,JOURNAL OF SCIENCE AND MEDICINE IN SPORT,11,6,542-548,WOS:000261074100005,10.1016/j.jsams.2007.05.010,,#20375,Sinclair 2008,,
Quality of life after gastric banding in morbidly obese Dutch patients: Long-term follow-up,"Kiewiet, RM; Durian, MF; Cuijpers, LPLH; Hesp, FLEM; van Vliet, ACM","Objective: Long-term effects of adjustable gastric banding (AGB) on quality of life (QoL) in a morbidly obese population were investigated in a cross-sectional study. Additionally, determinants of QoL after AGB were assessed.Methods: All patients treated by AGB for morbid obesity in a Dutch hospital were invited to complete the RAND 36-Item Health Survey. Of 121 participating patients 59 met the criteria for long-term follow-up (>5 years): 4 mate and 55 female, mean age 42.4 +/- 9.7 years, mean body mass index (BMI) before surgery 44.9 +/- 5.9 kg /m(2). Time since surgery was 74.7 months (range 60-107.6). The control group consisted of 28 presurgical patients. General and obesity-related parameters were assessed for correlation with QoL.Results: Significant differences between the preoperative group and Dutch community norm (CN) values were found on five out of eight QoL subscates, in favor of CN. AGB induced significant weight loss in the postoperative group: 56.1 % excess weight loss (%EWL). This group scored significantly better than the preoperative group on one out of eight subscales: physical functioning (P=0.019). Additionally, scores on four out of eight subscales were stilt significantly impaired compared to CN. Postoperative BMI and %EWL influenced QoL after tong-term follow-up, whereas weight regain had no negative impact.Conclusions: This study shows that after long-term follow-up subjects treated by gastric banding to induce weight toss have a slightly better QoL than those who did not undergo surgery yet. QoL remains impaired in comparison to the general population. After tong-term follow-up BMI and weight toss do influence QoL whereas weight regain does not have any negative impact. (c) 2008 Asian Oceanian Association for the Study of Obesity. Published by Elsevier Ltd. All rights reserved.",2008,,OBESITY RESEARCH & CLINICAL PRACTICE,2,3,151-158,WOS:000263414400002,10.1016/j.orcp.2008.03.005,,#20377,Kiewiet 2008,,
An overview of the ERICA Integrated Approach to the assessment and management of environmental risks from ionising contaminants,"Larsson, CM","The ERICA project (environmental risks from ionising contaminants: assessment and management, EC contract no. F16R-CT-2004-508847) concluded with the publication of two main outputs: the ERICA Integrated Approach to the assessment and management of environmental risks from ionising radiation, of which also introduces the user to the second main output, the ERICA Tool, which is a software programme with supporting databases, that together with its associated help will guide users through the assessment process. More than 60 European scientists contributed to the ERICA Integrated Approach. In addition, a large number of experts, policy makers, and decision-makers in different areas have contributed views on the ERICA Integrated Approach and its associated Tool from the user's perspective, through participation in the End-Users Group set up under the ERICA project. Databases on transfer, dose conversion coefficients and radiation effects on biota have been developed specifically for the purpose of the Integrated Approach, and incorporated into, or interacting with, the Tool. Species sensitivity distributions of biological effects data have been performed and did not reveal, for chronic exposure, any statistical grounds for separation between terrestrial, marine and freshwater ecosystems in terms of species sensitivity to radiation; on the basis of such analysis a universal screening dose rate criterion of 10 mu Gy h(-1) incremental dose rate is suggested for exiting the assessment procedure while being confident that environmental risks are negligible. This criterion is used for the two first tiers (conservative assessment with limited data requirement and various possibilities of incorporating user-defined parameter values, including the screening dose rate criterion) of the assessment methodology. Exposure situations of concern are carried through a third tier, making use of all relevant databases and with a number of issues and options listed to support and guide decision-making. This article provides an overview to the ERICA Integrated Approach, whereas further articles of this special issue describe in-depth different vital aspects of the Integrated Approach. (C) 2007 Elsevier Ltd. All rights reserved.",2008,,JOURNAL OF ENVIRONMENTAL RADIOACTIVITY,99,9,1364-1370,WOS:000259051200002,10.1016/j.jenvrad.2007.11.019,,#20378,Larsson 2008,,
"The missing layer: Geo-technologies, communities, and implications for marine spatial planning","St Martin, K; Hall-Arber, M","The assessment and management of marine resources is an increasingly spatial affair dependent upon emerging geo-technologies, such as geographic information systems, and the subsequent production of diverse layers of spatial information. These rapid developments are, however, focused on biophysical processes and data collection initiatives: the social landscape of the marine environment is undocumented and remains a ""missing layer"" in decision-making. As a result, the resource areas upon which stakeholders and communities are dependent are neither mapped nor integrated into planning processes. We report on a participatory method to map the presence of fishing communities at-sea. The lessons learned concerning the spatial representation of communities informs not only fisheries, but other sectors struggling to incorporate similarly the human dimensions of tie marine environment in assessment and planning. (C) 2008 Elsevier Ltd. All rights reserved.",2008,,MARINE POLICY,32,5,779-786,WOS:000259253400004,10.1016/j.marpol.2008.03.015,,#20379,StMartin 2008,,
Female alternative reproductive behaviors: The effect of female group size on mate assessment and copying,"Brennan, BJ; Flaxman, SM; Alonzo, SH","Extensive theoretical and empirical research has focused on male alternative reproductive tactics. In comparison, female alternative tactics have attracted little attention, and further theoretical and empirical research are needed. Using a game theoretical model, we examine female choice alternatives (1) by considering assessment errors in a novel and more realistic manner than done previously, and (2) for the first time, by highlighting the formation of groups of females as an important consequence of copying behavior. We consider. two alternatives: direct assessment of male quality by females and female copying of the choice of other females. Assessment and copying are predicted to coexist under a wide variety of circumstances and copying is favored when females make assessment errors, when high-quality males are either common or very rare, and when female fitness declines with the number of other females choosing the same male. We also find that the frequency of copying at equilibrium is predicted to decrease when the presence of other females mating with the same male has a positive effect on female fitness (e.g. through increased male parental effort, decreased predation risk or cooperation among females). Female alternative choice tactics also influence the potential for sexual selection. In our model, when the frequency of copying females is low, the potential for sexual selection can be higher than in the absence of female copying. However, contrary to previous theory, we find that as copying females become more common than assessing females, the potential for sexual selection will be low as more females copy the mate choice of other copiers without assessment. (C) 2008 Elsevier Ltd. All rights reserved.",2008,,JOURNAL OF THEORETICAL BIOLOGY,253,3,561-569,WOS:000258040400015,10.1016/j.jtbi.2008.04.003,,#20380,Brennan 2008,,
International cooperation among nation-states of the North Pacific Ocean on the problem of competition among salmon for a common pool of prey resources,"Holt, CA; Rutherford, MB; Peterman, RM","A common-pool problem in the North Pacific Ocean that remains largely ignored in international policy is competition for prey resources among salmon populations (Oncorhynchus spp.) from different countries. Hatcheries release large abundances of juvenile salmon into the North Pacific and the resulting decrease in mean body size of adult wild and hatchery salmon may lead to reductions in benefits. We examine incentives and disincentives for cooperation among nation-states on this issue. We recommend that either a new international organization be created or that amendments be made to the mandate and powers of an existing organization. The resulting organization could encourage collective action to reduce competition among salmon from different nations by using side-payments to change the incentive structure, by establishing a multi-national scientific assessment team to create a common frame of reference for the problem, and by implementing policy prescriptions. (c) 2007 Elsevier Ltd. All rights reserved.",2008,,MARINE POLICY,32,4,607-617,WOS:000256611000008,10.1016/j.marpol.2007.11.001,,#20381,Holt 2008,,
MICS-Asia II: Model intercomparison and evaluation of ozone and relevant species,"Han, Z; Sakurai, T; Ueda, H; Carmichael, GR; Streets, D; Hayami, H; Wang, Z; Holloway, T; Engardt, M; Hozumi, Y; Park, SU; Kajino, M; Sartelet, K; Fung, C; Bennet, C; Thongboonchoo, N; Tang, Y; Chang, A; Matsuda, K; Amann, M","Eight regional Eulerian chemical transport models (CTMs) are compared with each other and with an extensive set of observations including ground-level concentrations from EANET, ozone soundings from JMA and vertical profiles from the TRACE-P experiment to evaluate the models' abilities in simulating O-3 and relevant species (SO2, NO, NO2, HNO3 and PAN) in the troposphere of East Asia and to look for similarities and differences among model performances. Statistical analysis is conducted to help estimate the consistency and discrepancy between model simulation and observation in terms of various species, seasons, locations, as well as attitude ranges. In general, all models show a good skill of simulating SO2 for both ground level and the lower troposphere, although two of the eight models systematically overpredict SO2 concentration. The model skills for O-3 vary largely with region and season. For ground-level O-3, model results are best correlated with observations in July 2001. Comparing with O-3 soundings measured in the afternoon reveals the best consistency among models in March 2001 and the largest disparity in O-3 magnitude in July 2001, although most models produce the best correlation in July as well. In terms of the statistics for the four flights of TRACE-P experiment, most models appear to be able to accurately capture the variability in the lower troposphere. The model performances for NOx are relatively poor, with lower correlation and with almost all models tending to underpredict NOx levels, due to larger uncertainties in either emission estimates or complex chemical mechanism represented. All models exhibit larger RMSE at altitudes < 2 km than 2-5.5 kin, mainly due to a consistent tendency of these models towards underprediction of the magnitude of intense plumes that often originate from near surface. Relatively lower correlation at altitudes 2-5.5 km may be attributed to the models' limitation in representing convection or potential chemical processes. Most of the key features in species distribution have been consistently reproduced by the participating models, such as the O-3 enhancement in the western Pacific Ocean in March and in northeast Asia in July, respectively, although the absolute model values may differ considerably from each other. Large differences are found among models in the southern parts of the domain for all the four periods, including southern China and northern parts of some Southeast Asia countries where the behaviors of chemical components and the ability of these models are still not clearly known because of a lack of observational databases. (C) 2007 Elsevier Ltd. All rights reserved.",2008,,ATMOSPHERIC ENVIRONMENT,42,15,3491-3509,WOS:000256552600003,10.1016/j.atmosenv.2007.07.031,,#20382,Han 2008,,
The definition of marine recreational fishing in Europe,"Pawson, MG; Glenn, H; Padda, G","To describe marine recreational fisheries, their socio-economic importance and interactions with other fisheries and the environment, it is necessary to define what is meant by recreational fishing. A review of European Member States' national legislation revealed considerable variation in ownership and access to coastal waters/fisheries, and in the legal distinction between sport fishing and other recreational uses of marine fisheries and their commercial (catching for sale and profit) counterparts. Together with a re-examination of existing definitions, this has enabled us to suggest definitions that may be used to develop a common approach to evaluate participation and socio-economic value of marine recreational fishing, and guide attempts to legislate for the benefit and development of marine recreational fishing across Europe. Crown Copyright (C) 2007 Published by Elsevier Ltd. All rights reserved.",2008,,MARINE POLICY,32,3,339-350,WOS:000255571800011,10.1016/j.marpol.2007.07.001,,#20383,Pawson 2008,,
"Sampling, storage, and analysis of C-2-C-7 non-methane hydrocarbons from the US National Oceanic and Atmospheric Administration Cooperative Air Sampling Network glass flasks","Pollmann, J; Helmig, D; Hueber, J; Plass-Dulmer, C; Tans, P","An analytical technique was developed to analyze light non-methane hydrocarbons (NMHC), including ethane, propane, iso-butane, n-butane, iso-pentane, n-pentane, n-hexane, isoprene, benzene and toluene from whole air samples collected in 2.51-glass flasks used by the National Oceanic and Atmospheric Administration, Earth System Research Laboratory, Global Monitoring Division (NOAA ESRL GMD, Boulder, CO, USA) Cooperative Air Sampling Network. This method relies on utilizing the remaining air in these flasks (which is at below-ambient pressure at this stage) after the completion of all routine greenhouse gas measurements from these samples. NMHC in sample aliquots extracted from the flasks were preconcentrated with a custom-made, cryogen-free inlet system and analyzed by gas chromatography (GC) with flame ionization detection (FID). C-2-C-7 NMHC, depending on their ambient air mixing ratios, could be measured with accuracy and repeatability errors of generally <= 10-20%. Larger deviations were found for ethene and propene. Hexane was systematically overestimated due to a chromatographic co-elution problem. Saturated NMHC showed less than 5% changes in their mixing ratios in glass flask samples that were stored for up to I year. In the same experiment ethene and propene increased at similar to 30% yr(-1). A series of blank experiments showed negligible contamination from the sampling process and from storage (<10 pptv yr(-1)) of samples in these glass flasks. Results from flask NMHC analyses were compared to in-situ NMHC measurements at the Global Atmospheric Watch station in Hohenpeissenberg, Germany. This 9-months side-by-side comparison showed good agreement between both methods. More than 94% of all data comparisons for C-2-C-5 alkanes, isoprene, benzene and toluene fell within the combined accuracy and precision objectives of the World Meteorological Organization Global Atmosphere Watch (WMO-GAW) for NMHC measurements. (C) 2008 Elsevier B.V. All rights reserved.",2008,,JOURNAL OF CHROMATOGRAPHY A,1188,2,75-87,WOS:000255564500003,10.1016/j.chroma.2008.02.059,,#20384,Pollmann 2008,,
Acanthosis Nigricans and insulin levels in a south Indian population-(ADEPS paper 2),"Menon, VU; Kumar, KV; Gilchrist, A; Sundaram, KR; Jayakumar, RV; Nair, V; Kumar, H","Objective: Aim of the study was to determine the prevalence of Acanthosis Nigricans (AN) in a central Kerala south Indian population and to evaluate its correlations with diabetes, obesity, insulin levels and other factors.Methods: A cross-sectional. community survey including physical examination and biochemical evaluation was conducted among adults above the age of 18 years in central Kerala In the first phase of the study 3069 participants were surveyed using questionnaires regarding socioeconomic status and medical details. Among them 986 subjects were evaluated in the second phase of the study which included anthropometric measurements, examination for blood pressure and Acanthosis Nigricans, blood tests such as blood glucose, fasting lipids. Fasting serum insulin level was measured for all non-diabetic subjects. Statistical analysis was done using SPSS 11.0 version software.Results: Results of the study showed that 16.1% of population had AN and it was significantly higher among females (19.6%) than mates (11.4%). Prevalence of AN was highest in 30-40 year age group and it decreased with the age. Prevalence of AN correlated positively with female gender, obesity, high triglyceride levels and presence of diabetes. Presence of AN was significantly associated with higher fasting insulin levels. Mates with AN had significantly higher insulin values than females with AN.Conclusion: AN has stronger clinical relevance among mates than females and it can be used as a marker of insulin resistance in south Indian population especially if obesity and family history of diabetes are also present. (C) 2007 Asian Oceanian Association for the Study of Obesity. Published by Elsevier Ltd. All rights reserved.",2008,,OBESITY RESEARCH & CLINICAL PRACTICE,2,1,43-50,WOS:000263414200005,10.1016/j.orcp.2007.12.001,,#20385,Menon 2008,,
Alcohol consumption among recreational boaters: Factors for intervention,"Miller, JR; Pikora, TJ","Recreational boating is a popular leisure time activity in many countries. It is estimated that, in Australia, boating incidents cause more harm than rail and air crashes combined and, in terms of transport, are second only to motor vehicle crashes as a cause of serious injury. The consumption of alcohol among recreational boaters is considered an important risk factor for fatalities and injuries among both operators and passengers. Using a database of all recreational vessels registered in Western Australia (WA), a sample of 500 adult boaters was recruited to participate in a telephone survey. The effects of demographic variables and boating characteristics upon the use of alcohol among recreational boaters on their last trip were explored using logistic regression. The odds of not having a drink were associated, after adjusting for age, with having completed a boating education course and with carrying children less than 12 years on board. The use of alcohol was not found to be prevalent among WA recreational boat owners. Based on these findings, it is recommended that efforts to decrease boating-related incidents, such as through education and legislation measures, be monitored over time to determine the effects of these strategies upon safety behaviours. (c) 2007 Elsevier Ltd. All rights reserved.",2008,,ACCIDENT ANALYSIS AND PREVENTION,40,2,496-501,WOS:000254880700010,10.1016/j.aap.2007.08.004,,#20386,Miller 2008,,
The Cognitive and Attitudinal Effects of a Conservation Educational Module on Elementary School Students,"Dimopoulos, D; Paraskevopoulos, S; Pantis, JD","The ability of the National Marine Park of Zakynthos (NMPZ) in Greece to protect an important sea turtle rookery will ultimately depend on the level of local support and involvement that it receives. Therefore, it is essential for environmental educators to generate among local inhabitants, starting at early ages, positive attitudes concerning the NMPZ. The authors designed a conservation educational module, with 15 activities, to affect knowledge and attitudes of elementary school students. The authors used a quasi-experimental design for summative evaluation with a pretest-posttest control and experimental group to measure the effects on 4 dependent variables: (a) knowledge, (b) understanding and concern, (c) locus of control, and (d) verbal commitment. The survey instrument comprised 32 items that the authors divided into 4 subscales that measured the dependent variables. In total, 332 elementary school students-162 girls and 170 boys, 11-13 years of age-from 21 classes and 15 schools participated. The results indicated a significant effect on knowledge (low pretest scores), but not on attitudes (high pretest scores). However, posttest correlations in the experimental group indicated that as knowledge level increased, students' (a) locus of control and (b) understanding and concern for the sea turtle issue became more defensible. The study thus provides a model for environmental educators to design conservation education modules to foster positive attitudes in managing endangered species in protected areas.",2008,,JOURNAL OF ENVIRONMENTAL EDUCATION,39,3,47-61,WOS:000207742000004,10.3200/JOEE.39.3.47-61,,#20387,Dimopoulos 2008,,
A Comparison Between Modal Push-Over and Nonlinear Dynamic Response of Jacket Type Offshore Platforms Subjected to Strong Ground Motions,"ASME; Tavana, MAR; Asgarian, B","Nonlinear dynamic analysis for offshore structures has been a major challenge in marine structures and earthquake engineering. Nonlinear Dynamic Analysis of the structures Subjected to strong ground motions is the most reliable prediction method. This method is very complex and expensive. An alternative procedure that has found to be much applicable in recent years is the nonlinear static analysis called push-over analysis method. Many attempts have been made to improve the predictive capabilities of the push-over analysis, particularly by employing adaptive load patterns and accounting for higher modes of vibration effects through modal push-over.In this paper, modal push-over analysis (MPA) of jacket type offshore platforms considering soil-pile-structure interaction subjected to strong ground motion has been studied and the results have been compared with ""exact"" nonlinear response history analysis (NLRHA).A jacket type offshore platform includes of piles, jacket and deck with different behaviors during strong ground motion. In this paper, three-dimensional model of jacket and pile has been considered using a combination of finite element method (FEM) and beam on nonlinear winkler foundation (BNWF) approach in an integrated model. Both jacket and pile elements have been modeled using fiber sections.The model has been developed using Open System for Earthquake Engineering Simulation (OpenSEES) software.In this paper, nonlinear seismic analysis of a new designed jacket type offshore platform located in Persian Gulf subjected to different levels of earthquake has been performed and the results have been compared with MPA ones.It can be concluded that the error percentage in MPA procedure is negligible when more modes of vibration are participated in the evaluation of the structure behavior.",2008,,"OMAE 2008: PROCEEDINGS OF THE 27TH INTERNATIONAL CONFERENCE ON OFFSHORE MECHANICS AND ARCTIC ENGINEERING - 2008, VOL 1",,,637-644,WOS:000263875900070,,,#20389,ASME 2008,,
Group behavior therapy versus individual behavior therapy for healthy dieting and weight control management in overweight and obese women living in rural community,"Waleekhachonloet, OA; Limwattananon, C; Limwattananon, S; Gross, CR","Objective: To compare group behavior therapy with individual behavior therapy for promoting healthy dieting behavior and weight control in overweight and obese women in rural community.Methods: This parallel group, open labeled, randomized non-inferiority trial was conducted from March 2005 to April 2006. A total of 132 overweight and obese women with a mean (S.D.) age of 38.4 (7.9) years and body mass index (BMI) of 28.9 (2.9) kg/m(2) were randomly assigned to receive either group behavior therapy (n = 65) or individual behavior therapy (n = 67). Five intervention sessions were provided biweekly during the 3-month period. Assessments were conducted at months 3, 6, and 12. Primary outcome was mean percentage weight toss at month 6. Other outcomes included anthropometric outcomes, dietary intake, healthy dieting behavior, intention, perceived behavioral control, attitude, and subjective norm.Results: Mean percentage weight toss at month 6 of group behavior therapy was comparable to individual behavior therapy (5.9% (95%Cl: 4.5-7.3) versus 5.4% (95%Cl: 4.0-6.7)); P = 0.027 for non-inferiority at one sided 0.05 Level of significance. Other outcomes were remarkably similar between the two study groups. Attitude, subjective norm, and perceived behavioral control improved slightly; whereas, intention, healthy dieting behavior, and dietary intake improved significantly after interventions. High intention and perceived behavioral control was related to greater weight toss. At 1 year, 73% of participants either lost or maintained their weight. Anthropometric outcomes and healthy dieting behavior were significantly better than baseline.Conclusions: Group behavior therapy was not inferior to individual behavior therapy, and it should be used as the first line mode of behavior therapy for weight control management in a rural community. (c) 2007 Asian Oceanian Association for the Study of Obesity. Published by Elsevier Ltd. All rights reserved.",2007,,OBESITY RESEARCH & CLINICAL PRACTICE,1,4,223-232,WOS:000206062000001,10.1016/j.orcp.2007.07.005,,#20390,Waleekhachonloet 2007,,
Survey of fish consumption patterns of King County (Washington) recreational anglers,"Mayfield, DB; Robinson, S; Simmonds, J","Three fish consumption surveys were conducted in King County, WA during 1997-2003. These surveys were conducted to support environmental analyses of proposed capital improvement projects planned by the King County Department of Natural Resources and Parks. Personal interviews were conducted at marine, estuarine, and freshwater locations throughout King County. Over 1300 anglers participated in the survey and provided consumption information. A majority of the respondents from the surveys (30-71%) were Caucasian, while the remaining respondents comprised various ethnic groups. The mean consumption rates for consumers of marine fish, shellfish, and freshwater fish were 53, 25, and 10 g/day, respectively. Results indicate that the consumption patterns of marine anglers from King County have remained consistent since the mid-1980s. The consumption distribution for marine anglers suggests that some respondents may consume fish as a large portion of their diet. The consumption habits of freshwater anglers are comparable to those of other recreational anglers throughout the United States. The survey results provide distributions of marine and freshwater fish consumption suitable for risk assessments conducted for anglers residing in King County, WA.",2007,,JOURNAL OF EXPOSURE SCIENCE AND ENVIRONMENTAL EPIDEMIOLOGY,17,7,604-612,WOS:000250966400002,10.1038/sj.jes.7500559,,#20391,Mayfield 2007,,
Weight loss maintenance in women 3 years after following a 12-week structured weight loss program,"Cleanthous, X; Noakes, M; Keogh, JB; Mohr, P; Clifton, PM","Structured weight loss programs such as those using meal replacements are associated with both short-term and long-term weight loss, but the effectiveness of structured weight loss programs using whole foods has not been established. The primary aim of the present study was to retrospectively establish self-reported weight status in women, 3 years after participation in a 12-week food based structured weight loss program monitored by dietitians. The secondary aim was to determine which factors were associated with successful weight loss maintenance. Eighty-five of the 100 participants who completed the 12-week program participated in an 18-question telephone interview which included self-reported weight. Weight loss from baseline was 3.8 (S.D. 5.5) kg (4.4 (S. D. 6.1) %) (P<0.001). Overall, 61% of participants weighed less than at baseline, 13% had gained weight, and the remaining 26% had maintained their baseline weight. From baseline, 37 (44%) participants had a clinically important weight loss of >= 5%, and were, on average, 9.8 (S.D. 4.2) % lighter (P<0.001). The remaining 48 (56%) participants (weight loss < 5%) were not significantly different to their weight at baseline (P=0.77). We conclude that a food based structured weight loss program monitored by dietitians, as defined by this intervention, was associated with long-term weight loss maintenance. Crown Copyright (C) 2007 Published by Elsevier Ltd on behalf of Asian Oceanian Association for the Study of Obesity. All rights reserved.",2007,,OBESITY RESEARCH & CLINICAL PRACTICE,1,3,195-211,WOS:000206061900006,10.1016/j.orcp.2007.07.002,,#20392,Cleanthous 2007,,
Results from a randomized controlled trial comparing two low-calorie diet formulae,"Neovius, M; Rossner, S","Background: Very low and low-calorie diets ((V)LCD) are commonly used in the early phase of obesity treatment programmes. Recently, a new formula, Allevo (R), was introduced in Scandinavia. No study has hitherto assessed its efficacy compared to the commonly used (V)LCD Nutrilett (R).Objective: To compare Allevo (R) with Nutrilett (R) regarding short-term effects on weight and BMI loss, ketonaemia, compliance, and body composition.Design: Thirty-six males (baseline: age 46.5 +/- 10.9 year; BMI 39.2 +/- 3.8 kg/m(2); %BF 38.8 +/- 3.9%) participated in a randomized trial comparing two LCDs, differing mainly in protein and dietary fibre composition. Body composition was measured by DXA at baseline and end, while body weight was measured weekly during the 8-week (V) LCD-intervention. The main outcome measures were weight, BMI, waist-circumference (WC), and body fat percentage (%BF).Results: No significant differences between groups in age, weight, blood pressure, or %BF were observed at baseline (all p>0.3). The mean BMI change over the study period was -4.4 +/- 0.3 and -4.2 +/- 1.9 kg/m(2) for Nutrilett (R) and Allevo (R), respectively (p = 0.72), while WC was reduced by 9.6 +/- 1.0 and 10.1 +/- 3.2 cm, respectively (p=0.51). About 49% of the weight loss consisted of fat. When examining the weight development during the intervention, with the eight repeated measures, no significant difference in the slope of the weight loss curve could be detected (p=0.50-0.65). Ketonaemia developed similarly in both groups, and did not correlate to weight loss.Conclusion: Allevo (R) and Nutrilett (R) appear to have equivalent efficacy regarding weight, BMI, WC, and %BF loss in short-term interventions. (C) 2007 Asian Oceanian Association for the Study of Obesity. Published by Elsevier Ltd. All rights reserved.",2007,,OBESITY RESEARCH & CLINICAL PRACTICE,1,3,165-171,WOS:000206061900002,10.1016/j.orcp.2007.04.001,,#20393,Neovius 2007,,
"The psychosocial impact of Hurricane Katrina: Contextual differences in psychological symptoms, social support, and discrimination","Weems, CF; Watts, SE; Marsee, MA; Taylor, LK; Costa, NM; Cannon, MF; Carrion, VG; Pina, AA","This study tested a contextual model of disaster reaction by examining regional differences in the psychosocial impact of Hurricane Katrina. A total of 386 individuals participated in this study. All were recruited in the primary areas affected by Hurricane Katrina and included residents of metropolitan New Orleans (Orleans Parish, Louisiana), Greater New Orleans (i.e., Metairie, Kenner, Gretna), and the Mississippi Gulf Coast (i.e., cities along the coast from Waveland to Ocean Springs, Mississippi). Participants were assessed for posttraumatic stress disorder (PTSD) symptoms, other psychological symptoms, perceptions of discrimination, perceptions of social support, evacuation distance, and the extent to which they experienced hurricane-related stressful events. Results were consistent with previous research on the impact of disasters on mental health symptoms. Findings extended research on individual differences in the response to trauma and indicated that regional context predicted unique variance in the experience of discrimination, social support, and emotional symptoms consistent with the theoretical model presented. (C) 2007 Elsevier Ltd. All rights reserved.",2007,,BEHAVIOUR RESEARCH AND THERAPY,45,10,2295-2306,WOS:000250038600004,10.1016/j.brat.2007.04.013,,#20394,Weems 2007,,
Monitoring the state of the Solent,"Conway, G","The development of the State of the Solent report and establishment of a set of coastal and marine indicators to measure the 'health' of the Solent was one of the original Flagship Projects developed when the Solent Forum was established in 1992. It was recognised that integrated coastal zone management requires robust indicators of sustainability that gauge the 'health' of the coast in relation to environmental, economic and social activity. The indicators selected for the Solent were, as far as possible, nested within established indicator sets that had been developed at the national and European levels. In developing the coastal sustainability indicators for the Solent and publishing the State of the Solent reports, a number of lessons were learned related to data compilation and the benefits of a participatory process to develop the indicators. (c) 2007 Elsevier Ltd. All rights reserved.",2007,,MARINE POLICY,31,5,632-637,WOS:000249051100008,10.1016/j.marpol.2007.03.009,,#20395,Conway 2007,,
Deep sea immunity: Unveiling immune constituents from the hydrothermal vent mussel Bathymodiolus azoricus,"Bettencourt, R; Roch, P; Stefanni, S; Rosa, D; Colaco, A; Santos, RS","Marine molluscs are subjected to constant microbial threats in their natural habitats. As a result, they represent suitable models for the study of the molecular mechanisms that govern defense reactions in marine organisms. To understand humoral and cellular defense reactions in animals defying extreme physical and chemical conditions we set out to investigate the deep sea hydrothermal vent mussel Bathymodiolus azoricus found in abundance at the Mid-Atlantic Ridge. In the present study, hemocytes were stimulated with compounds of microbial origin and cellular morphological alterations as well as the production of superoxide assessed. Consequently, zymosan, glucan and peptidoglycan were considered as potent inducers of cellular reactions for inducing drastic cell morphology changes and high levels of superoxide production. Furthermore, we have presented for the first time in a deep sea hydrothermal vent animal, molecular evidence of the Rel-homology domain, a conserved motif present in all members of the Rel/nuclear-factor NF-KB family. Additionally we have demonstrated the occurrence of the antibacterial gene mytilin in Bathymodiolus azoricus gill tissues. Our results support the premise of an evolutionary conserved innate immune system in Bathymodiolus. Such system is seemingly homologous to that of Insects and other Bivalves and may involve the participation of NF-KB transcription factors and antibacterial genes. (c) 2007 Elsevier Ltd. All rights reserved.",2007,,MARINE ENVIRONMENTAL RESEARCH,64,2,108-127,WOS:000248488500002,10.1016/j.marenvres.2006.12.010,,#20396,Bettencourt 2007,,
