Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
Selective commercial line fishing and biodiversity conservation co-exist on seamounts in a deepwater marine reserve,"Williams, A; Upston, J; Green, M; Graham, K","Enhanced socio-economic and conservation outcomes for both an existing fishery and a new deep-water marine reserve off eastern Australia were achieved by research that identified additional options for conservation managers. Commercial power hand-line fishing was permitted to continue on productive seamount fishing grounds within the reserve because new information enabled boundaries and zoning proposed in the reserve's draft Management Plan to be revised and consistent fisheries regulations to be formulated. The draft plan would have removed access to fishing grounds that provide approximately 25% of the annual regional Australian total allowable catch of the premium fishery species, Blue-eye Trevalla (Hyperoglyphe antarctica). Day-time power handline fishing in 280-550 m depths on Taupo and Barcoo Seamounts avoided Harrisson's Dogfish (Centrophorus harrissoni) - the primary species of conservation concern - because the shark is a diel vertical migrator, residing deeper than Blue-eye during the day before ascending to shallower depths at night to feed on micronekton. Harrisson's Dogfish occurs on several other seamounts where it was previously unrecorded. These results, together with expectation of low mortality of any incidental dogfish bycatch and low impacts on benthic habitats, supported changes to management arrangements which preserve the seamount Blue-eye fishery worth approximately A$1M annually whilst protecting more seamounts and greater areas of benthic habitat in the restricted 200-700 m depth range. Research uptake was facilitated by clarifying policy options at a critical stage in the planning process. This required having clearly articulated management objectives that aligned conservation and fishery imperatives, involving, knowledgeable fishers in making robust field observations to address specific knowledge gaps and management needs, and identifying the requirements for ongoing fishery monitoring that addresses remaining management uncertainties. This potential to identify win-win outcomes in the Australian marine planning process provides some general signposts for future policy decisions as marine reserve networks are implemented and reviewed, and for scientists wanting to effectively engage in decision-making processes. Crown Copyright (C) 2016 Published by Elsevier B.V. All rights reserved.",2016,,FISHERIES RESEARCH,183,,617-624,WOS:000382599600064,10.1016/j.fishres.2016.02.015,,#19563,Williams 2016,,
Toward marine democracy in Chile: Examining aquaculture ecological impacts through common property local ecological knowledge,"Anbleyth-Evans, J; Leiva, FA; Rios, FT; Cortes, RS; Haussermann, V; Aguirre-Munoz, C","The preferential treatment of the aquaculture industry over fisheries and marine protected areas in Chile through the demarcation of the Areas Appropriate for Aquaculture has set it on a collision course with conservation, artisanal fishing and coastal communities. This article shows how marine democratic governance can evolve through the inclusion of artisanal fisher local ecological knowledge. Artisanal fishing communities elicit how contamination from industrial aquaculture is causing natural shellfish banks, fish populations and endangered cold corals to diminish. While fisheries and aquaculture governance are nominally governed by the same body, the ideological concerns of decision makers have not left space for the original users or ecological health. The right to good water quality and ecological health of artisanal fisher, original people and the broader coastal community are highlighted. Using semi structured interviews, participatory cartography and Geographic Information Systems fishers explain how the contamination footprint has expanded across benthic habitats. Diving in the contaminated areas confirmed the impacts using comparison with control sites. The article shows how new laws are need to assess nutrient loading, antibiotics and invasive species introduction. It links these impacts to literature in other countries where harmful algal blooms result from eutrophication from aquaculture contamination. It shows how the privatisation of space has left marine governance unable to take adequate enforcement. Artisanal and indigenous common properties can lead toward participation in marine planning for ecological health, whilst governmental institutions need realignment so that marine ecological planning for conservation can evolve.",2020,,MARINE POLICY,113,,,WOS:000517348900023,10.1016/j.marpol.2019.103690,,#19569,Anbleyth-Evans 2020,,
"Contribution to the Special Issue: ""Ocean Literacy across the Mediterranean Sea region"" ""Percorsi nel Blu"" (""Blue Paths""): a long-lasting project to integrate ocean literacy and marine citizen science into school curricula","Mioni, E","The ""Percorsi nel Blu"" project is a revolutionary ""Blue School"" model of well-integrated ocean literacy (OL) and marine citizen science (MCS), promoted by a science teacher and independent researcher of the ISA2 secondary school institute of La Spezia, Italy. Since 2011, the project has been setting up a network among schools, institutions and citizens, as well as a partnership with research centres for data collection activities within coastal sites located in the ""Pelagos"" Mammals' Sanctuary in the Ligurian and Tyrrhenian seas. The project focuses on the key points of OL and MCS, promoting a gradual implementation of scientific literacy in marine biology and coastal monitoring techniques in school curricula during a period of vertical and incremental long-lasting training, from kindergarten to university. ""Percorsi nel Blu"" harmonises the existing educational plans with the last recommendations of the United Nations Sustainable Development Goals (UN SDGs) of the 2030 Agenda in order to improve the teaching of science, technology, engineering and mathematics (STEM disciplines). The OL process follows the complete educational path, actively involving students in the recognition of marine flora and fauna during research activities on the beach and scuba surveys in research campaigns. The great impact on the community, the remarkable number of participants and the relevant scientific results of the first records of alien and native species increase students' interest in STEM disciplines and marine sciences and encourage them to disseminate their experiences, thus creating the awareness of global citizenship, which includes the whole community, both inside and outside school.",2022,,MEDITERRANEAN MARINE SCIENCE,23,2,405-416,WOS:000782845600001,10.12681/mms.27152,,#19575,Mioni 2022,,
An interdisciplinary evaluation of community-based TURF-reserves,"Villasenor-Derbez, JC; Aceves-Bueno, E; Fulton, S; Suarez, A; Hernandez-Velasco, A; Torre, J; Micheli, F","Coastal marine ecosystems provide livelihoods for small-scale fishers and coastal communities around the world. Small-scale fisheries face great challenges since they are difficult to monitor, enforce, and manage, which may lead to overexploitation. Combining territorial use rights for fisheries (TURF) with no-take marine reserves to create TURF-reserves can improve the performance of small-scale fisheries by buffering fisheries from environmental variability and management errors, while ensuring that fishers reap the benefits of conservation investments. Since 2012, 18 old and new community-based Mexican TURF-reserves gained legal recognition thanks to a regulation passed in 2012; their effectiveness has not been formally evaluated. We combine causal inference techniques and the Social-Ecological Systems framework to provide a holistic evaluation of community-based TURF-reserves in three coastal communities in Mexico. We find that, overall, reserves have not yet achieved their stated goals of increasing the density of lobster and other benthic invertebrates, nor increasing lobster catches. A lack of clear ecological and socioeconomic effects likely results from a combination of factors. First, some of these reserves might be too young for the effects to show (reserves were 6-10 years old). Second, the reserves are not large enough to protect mobile species, like lobster. Third, variable and extreme oceanographic conditions have impacted harvested populations. Fourth, local fisheries are already well managed, and while reserves may protect populations within its boundaries, it is unlikely that reserves might have a detectable effect in catches. However, even small reserves are expected to provide benefits for sedentary invertebrates over longer time frames, with continued protection. These reserves may provide a foundation for establishing additional, larger marine reserves needed to effectively conserve mobile species.",2019,,PLOS ONE,14,8,,WOS:000485041400065,10.1371/journal.pone.0221660,,#19577,Villasenor-Derbez 2019,,
Volume-based assessment of coastal litter reveals a significant underestimation of marine litter from ocean-based activities in East Asia,"Schneider, F; Lin, HT; Hu, CS; Hsu, CH; Yen, N","Most marine litter monitoring surveys are based on item count, leading to an underrepresentation of larger litter. To better understand significant sources, this study conducted a volume-based marine litter survey in 2020, covering 1% of Taiwan's 1680 km coastline. In four monitoring periods, a total of 636 m3 of marine litter was detected from which similar to 70% stemmed from derelict fishing gear (DFG), similar to 20% from plastic bottles and similar to 10% from other waste. Survey pictures revealed 66 types of DFG which were compiled into an index. The most frequent items were hard plastic buoys from China and Taiwan. At an average concentration of 877 dm(3)/100 m, Taiwan showed an extremely high level of DFG pollution. Therefore, this study calls for better domestic waste management practices and the introduction of an extended producer responsibility scheme for fishing gear.(c) 2022 Elsevier B.V. All rights reserved.",2022,,REGIONAL STUDIES IN MARINE SCIENCE,51,,,WOS:000776118400008,10.1016/j.rsma.2022.102214,,#19582,Schneider 2022,,
Participatory mapping and fishers' knowledge about fish and shrimp migration in a subtropical coastal ecosystem,"Nunes, MUS; Cardoso, OR; Silvano, RAM; Favaro, LF","Fishers' ecological knowledge (FEK) has contributed to studies on the reproduction and migration of fish and marine invertebrates. With increasing accessibility to information technologies, several surveys have begun to use Geographic Information Systems (GIS) to access FEK through participatory mapping. Scientific knowledge on migration of fishery resources is fundamental to properly support initiatives for fisheries management. However, the technologies available to study migration are usually expensive and require several years of sampling. Our objective was to use GIS to access FEK and to identify the migration patterns of five fishery resources in a subtropical coastal ecosystem of the Southern Atlantic Ocean: the white catfish - Genidens barbus, the fat snook Centropomus parallelus, the common snook - Centropomus undecimalis, the Atlantic spadefish - Chaetodipterus faber and the white shrimp - Litopenaeus schmitti. We interviewed 132 fishers in the Paranagu ' a estuarine complex and its adjacent coastal zone, Brazil. Of these fishers, 39 participated in the participatory mapping process. Our results based on FEK indicated that the migration of fishery resources is reproductive and occurs mainly in the later spring and summer when the species enter or exit the estuarine complex from coastal zone. The participatory mapping results indicated that G. barbus and C. faber migrate from the coastal zone to the estuary, while Centropomus species and the shrimp L. schmitti exit the estuary towards the coastal zone. The information generated by FEK and the methods used should be considered in future studies on ethno ecological research and to understand reproductive migration of these species. Furthermore, these observations could support fisheries management and environmental impact assessment of infrastructure projects.",2021,,ESTUARINE COASTAL AND SHELF SCIENCE,258,,,WOS:000677910800002,10.1016/j.ecss.2021.107412,,#19583,Nunes 2021,,
A framework for vulnerability assessment of coastal fisheries ecosystems to climate change-Tool for understanding resilience of fisheries (VA-TURF),"Mamauag, SS; Alino, PM; Martinez, RJS; Muallil, RN; Doctor, MVA; Dizon, EC; Geronimo, RC; Panga, FM; Cabral, RB","Vulnerability assessment (VA) is increasingly developed and utilized in various sectors and fields of society. VA provides a better understanding of the interactions among system, pressures, and threats, which serves as a basis for targeted adaptation strategies. The framework or tool named tool for understanding resilience of fisheries (VA-TURF) was developed to assess the vulnerability of the coastal fisheries ecosystems in the tropics to climate change. VA-TURF has three major components, namely, fisheries, reef ecosystem, and socio-economics. Although each component has intrinsic properties, the three components are strongly interrelated. Indicators associated to sensitivity, exposure, and adaptive capacity were developed for each component of TURF. The exposure variable used was wave. VA-TURF uses information obtained through rapid assessments except for the reef ecosystem component. The analytical approach for integrating scores is straightforward and devoid of highly sophisticated mathematical methods. The utility of VA-TURF primarily considers the fishers of a coastal community (barangay) as the major stakeholder, thereby facilitating familiarization and community ownership of the tool. VA-TURF was demonstrated in all the coastal barangays of two island municipalities (Lubang and Looc, Occidental Mindoro, Philippines) located along the Verde Island Passage, which has the world's highest marine shore fish biodiversity. Local stakeholders such as fishers, barangay leaders, residents, and local executive staff of the two municipalities participated in the process of scoring and determining the vulnerability of the sites during a series of workshops. The local-level fisheries vulnerability assessment framework developed encourages community-level actions and provides opportunities for strategic actions and scaling-up of efforts at various governance levels. (C) 2013 Elsevier B.V. All rights reserved.",2013,,FISHERIES RESEARCH,147,,381-393,WOS:000325191900042,10.1016/j.fishres.2013.07.007,,#19587,Mamauag 2013,,
Cetacean biodiversity in the Bay of Biscay: Suggestions for environmental protection derived from citizen science data,"Matear, L; Robbins, JR; Hale, M; Potts, J","Cetacean communities face significant threats from adverse interactions with human activities such as bycatch, vessel collision, and environmental pollution. Monitoring of marine mammal populations can help to assess and safeguard marine biodiversity for future generations. Traditional surveys can be costly and time-consuming to undertake, but we explore the ability of citizen science to inform environmental assessments and subsequent conservation management. We use data collected from platforms of opportunity within the Bay of Biscay to investigate spatial changes in cetacean diversity, with the aim of identifying hotspots which may be suitable for further investigation and conservation. Seventeen species of cetaceans were recorded over a ten year period, many of which are data deficient in European waters (e.g. Bottlenose dolphin, Short-beaked common dolphin, Striped dolphin, Risso's dolphin, Long-finned pilot whale, Killer whale, Northern bottlenose whale, Cuvier's beaked whale, Sowerby's beaked whale and Trues beaked whale). Biodiversity (determined by Simpson's Diversity index) ranged from 0.19 to 0.77. The central and southern areas of the survey area indicated the highest biodiversity (0.65-0.77), and these locations may benefit most from protection as Important Marine Mammal Areas. We present a case for this designation, and discuss the benefits and limitations of citizen science for informing conservation action.",2019,,MARINE POLICY,109,,,WOS:000497592800007,10.1016/j.marpol.2019.103672,,#19590,Matear 2019,,
"""It's About Seeing What's Actually Out There"": Quantifying fishers' ecological knowledge and biases in a small-scale commercial fishery as a path toward co-management","Carr, LM; Heyman, WD","As fishery science continues to make strides toward stakeholder-inclusive, co-management styles of fishery management, there remain concerns on how the participation of commercial fishers affects the direction of regulations, particularly where perceptions of fisher bias and self-interest dominate. Fishers, particularly in small-scale, artisanal fisheries, possess valuable fishers' ecological knowledge (FEK) on the status and trends of their resources and can provide valuable input during regulatory negotiations. FEK provides a second source of ecosystem information, and can be applied to management where other forms of data may be absent or difficult to regularly obtain through traditional research and monitoring approaches. The Q-Method was used to measure the subjective behaviors and biases of 42 commercial fishers and 54 island residents representing other stakeholder groups in St. Croix, United States Virgin Islands. This research shows that commercial fishers possess a unique, biased perspective that is identifiable against other stakeholder groups when issues of how best to manage the island's fishery resources arise. Within the commercial fishing community, a range of perspectives also exist, from those skeptical of management and discount concerns of unsustainable fishing effort to those who recognize the need for locally-appropriate management and consider their own involvement in management meetings to be instrumental in developing any such measures. By tapping into FEK, fishing behavior, and stakeholder biases, management decisions become more informed and opportunities to develop co-management increase. Such engagement efforts are particularly relevant for data-poor fisheries. FEK provides an alternate path from which to more fully understand fishery health and trends, thereby establishing the foundation from which locally appropriate and supported fishery management can form. FEK can also act as a bridge by managers to more fully invest in relationships and partnerships with the fishing community, thereby strengthening the fishers' sense of ""ownership"" of an otherwise common-pool resource, and allowing for the development of adaptive co-management opportunities that address the immediate needs of the fishery. (C) 2012 Elsevier Ltd. All rights reserved.",2012,,OCEAN & COASTAL MANAGEMENT,69,,118-132,WOS:000311467500012,10.1016/j.ocecoaman.2012.07.018,,#19592,Carr 2012,,
Patterns in artisanal coral reef fisheries revealed through local monitoring efforts,"Delaney, DG; Teneva, LT; Stamoulis, KA; Giddens, JL; Koike, H; Ogawa, T; Friedlander, AM; Kittinger, JN","Sustainable fisheries management is key to restoring and maintaining ecological function and benefits to people, but it requires accurate information about patterns of resource use, particularly fishing pressure. In most coral reef fisheries and other data-poor contexts, obtaining such information is challenging and remains an impediment to effective management. We developed the most comprehensive regional view of shore-based fishing effort and catch published to date, to show detailed fishing patterns from across the main Hawaiian Islands (MHI). We reveal these regional patterns through fisher ""creel"" surveys conducted by local communities, state agencies, academics, and/or environmental organizations, at 18 sites, comprising > 10,000 h of monitoring across a range of habitats and human influences throughout the MHI. All creel surveys included in this study except for one were previously published in some form (peer-reviewed articles or gray literature reports). Here, we synthesize these studies to document spatial patterns in nearshore fisheries catch, effort, catch rates (i.e., catch-per-unit-effort (CPUE)), and catch disposition (i.e., use of fish after catch is landed). This effort provides for a description of general regional patterns based on these location-specific studies. Line fishing was by far the dominant gear type employed. The most efficient gear (i.e., highest CPUE) was spear (0.64 kg h(-1)), followed closely by net (0.61 kg h(-1)), with CPUE for line (0.16 kg h(-1)) substantially lower than the other two methods. Creel surveys also documented illegal fishing activity across the studied locations, although these activities were not consistent across sites. Overall, most of the catch was not sold, but rather retained for home consumption or given away to extended family, which suggests that cultural practices and food security may be stronger drivers of fishing effort than commercial exploitation for coral reef fisheries in Hawai'i. Increased monitoring of spatial patterns in nearshore fisheries can inform targeted management, and can help communities develop a more informed understanding of the drivers of marine resource harvest and the state of the resources, in order to maintain these fisheries for food security, cultural practices, and ecological value.",2017,,PEERJ,5,,,WOS:000417097900003,10.7717/peerj.4089,,#19595,Delaney 2017,,
Ocean-scale footprint of a highly mobile fishing fleet: Social-ecological drivers of fleet behaviour and evidence of illegal fishing,"Collins, C; Nuno, A; Benaragama, A; Broderick, A; Wijesundara, I; Wijetunge, D; Letessier, TB","1. Managing the footprint of highly mobile fishing fleets is increasingly important due to continuing declines in fish populations. However, social-ecological drivers for fisher behaviour remain poorly understood for many fleets globally.2. Using the Sri Lankan fleet as a case study, we explored the role of social, environmental and policy drivers of effort distribution and illegal fishing. We used semi-structured interviews and participatory mapping with 95 fishers, combined with explanatory modelling (GLM) and multivariate statistics, including principal component analysis (PCA).3. Our findings highlighted the broad footprint (similar to 3,800,000 km(2)) of this fleet, with fishing effort expended in high seas (53.9%), domestic (40.9%) and, illegally, in foreign waters (5.2%). Twenty-six per cent of fishers directly admitted to fishing illegally in foreign waters during interviews, whereas 62% of fishers indicated doing so during participatory mapping.4. GLMs explained underlying decisions of where to fish (36% of the total deviance in effort distribution) as a function of social variables (14%), notably distance from landing sites (13%), and environmental variables (11%), notably sea surface temperature (10%).5. Multivariate analysis revealed that individual fisher characteristics associated with illegal fishing, such as a level of reliance on sharks, vary across the fleet. The analysis of qualitative data suggested that the influence of interpersonal and community social networks and perceptions of higher catch value, particularly of sharks, may be important.6. Our approach demonstrated the utility of mixed methods research, including the collection of qualitative data, for creating a detailed understanding of spatial behaviour, including decisions of whether to fish illegally.7. Results highlighted the importance of adopting a social-ecological lens to investigate drivers for human behaviour and non-compliance with rules. We advocate for a nuanced approach to monitoring and managing of fleets, including investigating localised social drivers for illegal fishing and enhancing regional transparency in fleet monitoring.",2021,,PEOPLE AND NATURE,3,3,740-755,WOS:000654251300001,10.1002/pan3.10213,,#19596,Collins 2021,,
How to articulate the multiple value dimensions of ecosystem services? Insights from implementing the PArticulatES framework in a coastal social-ecological system in Portugal,"Lopes, R; Videira, N","Ecosystem services is a value-laden concept, encompassing multiple legitimate views, value systems and potential controversies. On the other hand, it offers a platform to promote participation and to search for new paths of collaborative action. Based on these assumptions this work aims to answer the question ""how to structure a participatory process for the integration and articulation of multiple values of ecosystem services to inform decision-making processes in a coastal social-ecological system?"". This paper outlines a three-stage participatory framework (PArticulatES) that was developed to scope, conceptualize and articulate ecosystem services values. The PArticulatES framework was piloted in a coastal and marine protected area: the Arrabida Natural Park in Portugal. The pilot test results and participants' evaluation on the process allowed the identification of valuable lessons and critical factors for the success of the implementation of the framework. The proposed three-stage process was able to provide a coherent platform for engaging stakeholders in ecosystem services scoping, assessment and decision support. Key outcomes regarding knowledge sharing and co-creation are conducive to social learning about ecosystem services. Ultimately, this framework offers structured guidelines for teasing out multiple value dimensions, which may be applied to different types of decision processes in coastal and marine ecosystems. However, some challenges may arise when implementing this framework. Those include a dependency on a steering team with adequate skills and resources to support each process stage, a sustained level of participants' engagement throughout the sequence of events, and a commitment from decision-makers' regarding the consideration of process outcomes.",2019,,ECOSYSTEM SERVICES,38,,,WOS:000476882200016,10.1016/j.ecoser.2019.100955,,#19601,Lopes 2019,,
Implementing the Western Gulf of Maine Area Closure: The Role and Perception of Fishers' Ecological Knowledge,"Nenadovic, M; Johnson, T; Wilson, J","The debate about the quality of fishers' ecological knowledge (FEK) and its value to fisheries management has long been present in the literature. This study sought to understand the role of FEK in a particular fisheries management decision in the U. S. and to evaluate the extent that different stakeholder groups recognized and used FEK in fisheries policy creation. The 1998 implementation of the Western Gulf of Maine Area Closure (WGoMAC) was a management response to the rapid decline in the Gulf of Maine cod (Gadus morhua) stock. Using structured surveys and semistructured interviews, we collected information from major stakeholder groups that were active during the creation of the area closure: New England Fishery Management Council (NEFMC) members, Groundfish Advisory Panel members, Groundfish Plan Development Team members, and Maine groundfishers. Results indicated that 95% of respondents believed that fishers possess ecological knowledge that could be useful in the fishery management process. In the case of the WGoMAC creation, 62% of respondents indicated that FEK played a role in the decision, even though 85% recognized obstacles to the use of FEK in the management process. Interviews demonstrated that FEK was able to improve upon the spatial resolution of scientific data by identifying seasonal migration patterns of prespawning cod and behavioral differences between juvenile and adult cod. This information was a product of a peer-reviewed process among groundfishers and it was used to fine-tune the exact location of the closure. These findings suggest that there are ways to incorporate FEK into fishery management for the purposes of stock and habitat conservation. Additionally, the benefit of having ecological information that spans different spatial scales for fishery management was observed in this study. By combining the knowledge systems of fishers and fisheries scientists, managers were able to capture ecological information at a finer scale than the scale at which landings data are reported and fish stocks analyzed.",2012,,ECOLOGY AND SOCIETY,17,1,,WOS:000302713700001,10.5751/ES-04431-170120,,#19606,Nenadovic 2012,,
"Mapping of ecosystem services flow in Mida Creek, Kenya","Owuor, MA; Icely, J; Newton, A; Nyunja, J; Otieno, P; Tuda, AO; Oduor, N","The concept of ecosystem services (ES) and its application in natural resources management decision making is a new conservation paradigm. A better understanding of ES in resource-rich developing countries can contribute to poverty alleviation and sustainable development, while at the same time conserving natural resources. This study assessed the flow of ES in Mida Creek, a marine reserve in Kenya, with the aim of characterizing land use/land cover (LULC) classes, spatially mapping distribution of ES, identifying important ES, and establishing the opinions of experts on ES flow. A qualitative and quantitative assessment was carried out coupling expert scores and LULC maps in a matrix structure. A participatory approach was used to engage and raise awareness with the community groups who actively participate in conservation activities in the creek, together with researchers/academics/managers who also are involved with the management of the reserve. The study was carried out between July and October 2015 and a total of 65 participants were involved. Datasets were collected using questionnaires in which ecosystem service flow was scored based on expert estimates per LULC class against the selected ES. Data were assessed using statistical and spatial analysis techniques. Results for the flow of provisioning services showed that, while palm trees were the main source of firewood (68%), other vegetation types were also an important source for wood products, including charcoal (46%), construction poles (54%) and fishing gear (68%). There was also a high flow of provisioning services (sea food and bait organisms) from water bodies (82%) and mangroves (80%). Flow for regulating services was mainly from mangroves, and for cultural services from beaches, mangroves and water bodies. Saline bare areas and sand flats scored least for all the ES. There were statistically significant differences in the scoring of the LULC against the different categories of provisioning, regulating and cultural services between the local communities and the other stakeholders. The method shows both the location of the resources utilized by the communities and, also, facilitates communication between these communities and the decision makers, thereby providing an example of a Management strategy at the local scale for other coastal regions of Kenya and elsewhere. (C) 2017 Elsevier Ltd. All rights reserved.",2017,,OCEAN & COASTAL MANAGEMENT,140,,21-Nov,WOS:000399846600002,10.1016/j.ocecoaman.2017.02.013,,#19607,Owuor 2017,,
Detecting fisheries trends in a co-managed area in the Kingdom of Tonga,"Webster, FJ; Cohen, PJ; Malimali, S; Tauati, M; Vidler, K; Mailau, S; Vaipuna, L; Fatongiatau, V","Community based and co-management approaches are increasingly used strategies for marine conservation and sustainable management in the tropical Pacific. However, our understanding of the effectiveness of co-management on marine resources and socio economic conditions is relatively limited, often due to insufficient resources to support monitoring based on ecological condition or catch landings data. Monitoring programmes based on the perceptions of resource users are often presented as a cost effective alternative to understanding the status and changes in resource and socio economic conditions. Ecological, catch landings and perception-based data, and their collection methods, have different benefits and limitations for community-based programmes. Here we present a study of the first community-based, co-managed area in the Kingdom of Tonga the small island of 'O'ua. We examine both perception based data from interviews and catch landings data to describe fishing activities, catches and changes in resource status and socio economic conditions since the inception of co-management. Landings data were collected by the community over a five year period; perceptions of change and management performance were collected through structured interviews with fishers based on the same time period. The majority of fishing within the 'O'ua co-managed area was by men, using hand spears in fibreglass vessels <5 m in length powered by an outboard engine. We found that catch per unit effort was high (especially the estimates generated from perception data) compared to other parts of the Pacific. Since the inception of co-management fishers reported improved socio economic conditions, a greater sense of stewardship over resources, active involvement in management and the effective exclusion of 'outside' fishers. We compared catch and catch-per-unit-effort estimates generated from landings and perception data. While fishers perceived that catches had improved since the inception of co-management, landings data suggested that catches were either stable or declining. These differences are important as they would suggest very different management responses. We discuss the trade-offs between the catch landings and perception data in terms of accuracy, precision, participation and cost for the purpose of guiding adjustments to co-management. (C) 2016 Elsevier B.V. All rights reserved.",2017,,FISHERIES RESEARCH,186,,168-176,WOS:000390494900018,10.1016/j.fishres.2016.08.026,,#19608,Webster 2017,,
Temporal Trends and Potential Drivers of Stranded Marine Debris on Beaches Within Two US National Marine Sanctuaries Using Citizen Science Data,"Uhrin, AV; Lippiatt, S; Herring, CE; Dettloff, K; Bimrose, K; Butler-Minor, C","Marine debris is a threat to our ocean that can be more effectively addressed through monitoring and assessment of items stranded on shorelines. This study engaged citizen scientists to conduct shoreline marine debris surveys according to a published NOAA protocol within the Greater Farallones and Olympic Coast National Marine Sanctuaries on the west coast of the United States. Here, we use the results of these multi-year monitoring data to estimate marine debris abundance and temporal trends, and identify drivers of debris loads. Changes in debris counts and composition are shown to reflect seasonal patterns of coastal upwelling and downwelling, but longer temporal trends in overall debris loads depend on the sampling window. Identifying drivers of stranded debris is challenging given the observational nature of the data. A linear increase in total expected debris counts was observed when up to five participants are conducting a survey, suggesting a need to standardize the number of participants and their search pattern for debris in shoreline monitoring efforts. Lastly, we discuss the application of shoreline marine debris data to evaluate the impact of management decisions and identify new targets for mitigation.",2020,,FRONTIERS IN ENVIRONMENTAL SCIENCE,8,,,WOS:000596556900001,10.3389/fenvs.2020.604927,,#19616,Uhrin 2020,,
Monitoring uncommon and non-indigenous fishes in Italian waters: One year of results for the AlienFish project,"Tiralongo, F; Lillo, AO; Tibullo, D; Tondo, E; Lo Martire, C; D'Agnese, R; Macali, A; Mancini, E; Giovos, I; Coco, S; Azzurro, E","Results of the AlienFish project - monitoring and study of rare and non-indigenous fish species in Italian waters - collected through citizen science in 2018 are here reported. Overall, 36 observations of 21 fish species belonging to 17 families were provided from the central and southern sectors of Italian seas. Our findings highlight the effectiveness of involving sea users in the detection of fish species of both indigenous and non-indigenous origin. Professional fishermen were particularly effective in providing information on rare deep-water and open-water fishes. (c) 2019 Elsevier B.V. All rights reserved.",2019,,REGIONAL STUDIES IN MARINE SCIENCE,28,,,WOS:000469847300027,10.1016/j.rsma.2019.100606,,#19620,Tiralongo 2019,,
A framework for mapping small-scale coastal fisheries using fishers' knowledge,"Leopold, M; Guillemot, N; Rocklin, D; Chen, C","Collecting spatial information on fisheries catch and effort is essential to understanding the spatial processes of exploited population dynamics and to manage heterogeneously distributed resources and uses. The use of fishers' knowledge through geographical information systems (GISs) is increasingly considered as a promising source of local information on small-scale coastal fisheries. In this paper we describe the first framework for mapping entire small-scale coastal fisheries using fishers' knowledge on catch size and fishing effort. Four mangrove and coral reef fisheries targeting invertebrates or finfish in New Caledonia (southwest Pacific) were mapped following a five-step framework: (i) stratified random sampling of regular fishers; (ii) collection of fishers' knowledge of fishing areas, fishing effort, and catch size through map-based interviews; (iii) data integration into a spatial geodatabase; (iv) statistical extrapolation of fisher data to the fishery scale; and (v) mapping of catch, effort, and catch per unit effort (CPUE) for each fishery using a GIS overlay procedure. We found evidence that fishers' knowledge supplied precise and accurate quantitative and spatial information on catch size, fishing effort and CPUE for entire fisheries. Fisheries maps captured the fine-scale spatial distribution of fishing activities in a variety of ways according to target taxa, gear type, and home ports. Applications include area-based marine conservation planning and fishery monitoring, management, and governance. This integrated framework can be generalized to a large range of data-poor coastal and inland small-scale fisheries.",2014,,ICES JOURNAL OF MARINE SCIENCE,71,7,1781-1792,WOS:000343315900023,10.1093/icesjms/fst204,,#19621,Leopold 2014,,
Mixed methods participatory GIS: An evaluation of the validity of qualitative and quantitative mapping methods,"Brown, G; Strickland-Munro, J; Kobryn, H; Moore, SA","Participatory mapping in social research is characterized by methodological pluralism, with two common methods being qualitative mapping using stakeholder interviews and quantitative methods that engage larger public samples through digital, internet mapping. To date, there has been no systematic evaluation of the extent to which mixed methods in participatory mapping yield valid results when applied to the same research setting and research questions. A mixed methods research design (combined exploratory sequential and convergent parallel) was implemented in a large research project to identify marine and coastal values in the Kimberley region of Australia. Qualitative interviews (n = 167) were completed with stakeholders to identify place-based values using polygon mapping methods and internet-based public participation GIS-(PPGIS) methods (n = 578). We defined and operationalized the concepts of concurrent, commensurate, and convergent validity to assess mixed methods research outcomes. We found that qualitative and quantitative methods resulted in moderate to high concurrent validity when assessing the importance of place values in the study area. Convergent validity (spatial) was highly variable by place value, with stronger convergent validity found with mapped aesthetic, recreational fishing, tourism, biodiversity, and Aboriginal culture values, and weakest with existence, therapeutic, and commercial fishing values. Convergent validity was influenced by weak commensurate validity through the use of different geometric features (polygons versus points) for mapping values across a large study area. The utility of mixed methods for planning decision support in a convergent parallel design depends on demonstrating convergence in construct meaning, spatial location, and consistency in values in the sampling populations. (C) 2016 Elsevier Ltd. All rights reserved.",2017,,APPLIED GEOGRAPHY,79,,153-166,WOS:000395353300013,10.1016/j.apgeog.2016.12.015,,#19623,Brown 2017,,
