Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
The Canadian Arctic and the Oceans Act: the development of participatory environmental research and management,"Berkes, F; Mathias, J; Kislalioglu, M; Fast, H","In recent years in the Canadian Arctic, participatory and pluralistic approaches have become common in several areas of environmental management relevant to the resolution of multiple-use conflicts: fish and wildlife, protected area planning, integrated coastal zone management, ecosystem health monitoring, contaminants research, environmental assessment, and climate change. This paper analyzes the emergence and development of aboriginal participation in resource management in each of these areas, with emphasis on the Canada Oceans Act. Policy change seems to parallel the emergence of aboriginal land claims and the general political movement towards greater self-government. Increasing political power of northern populations in general, and aboriginal groups in particular, have led to a modification of the environmental decision-making process, and to the incorporation of local values, priorities, and traditional environmental knowledge in environmental research and management. Especially important in this process has been the emergence of traditional environmental knowledge as a mechanism by which participatory approaches can be implemented. (C) 2001 Elsevier Science Ltd. All rights reserved.",2001,,OCEAN & COASTAL MANAGEMENT,44,8-Jul,451-469,WOS:000171894000001,10.1016/S0964-5691(01)00060-6,,#20002,Berkes 2001,Exclusion reason: Wrong study design; ,
Cooperative management of the state's Marine Ecological Reserves: Preliminary evidence from Big Creek,"Pomeroy, C; Beck, J","The passage of Proposition 132 in 1990 banned the use of gillnets in California's nearshore areas, and mandated the establishment of four Marine Ecological Reserves (MERs) along the state's coast. To determine the MERs' effectiveness in protecting and enhancing fishery resources their stated goal - it is essential to allocate resources and develop mechanisms for monitoring them over time. This, however, requires financial and personnel resources that may or may not be readily available from the state. An alternative or complement lies in the possibility of involving local fishermen in the collection of data and other, related management tasks. Big Creek Ecological Reserve, is unique among the four MERs in that such a system of cooperative management had emerged well before its formal establishment. Since 1991, the manager of the adjacent terrestrial reserve and local fishermen have mapped and systematically collected data on rockfish catches at sites near the marine reserve in an attempt to monitor the effects of local fishing on the MER and vice verse. We explore the Big Creek arrangement, its history and evolution, as well as current efforts to refine and enhance the system so that it may better serve research and management needs. We discuss the cooperative arrangement in connection with its benefits for both local fishers and managers including 1) the provision of low cost, high quality fishery-dependent data to complement fishery-independent data for the evaluation of the relationship between the MER and local fisheries, and 2) the maintenance of ongoing communication among local fishermen, researchers and managers. Taken together, these elements may enhance the effectiveness of the MER.",1998,,"CALIFORNIA AND THE WORLD OCEAN '97 - TAKING A LOOK AT CALIFORNIA'S OCEAN RESOURCES: AN AGENDA FOR THE FUTURE, VOLS 1 AND 2, CONFERENCE PROCEEDINGS",,,105-116,WOS:000075224700015,,,#20017,Pomeroy 1998,Exclusion reason: Not a peer-reviewed article; ,missing
Meaningful marine monitoring: the three R's to Responsible Stewardship,"Roletto, J; Howard, D; Brown, C","Research and Responsible Stewardship result in Resource Protection and are the basis of the management program for the Gulf of the Farallones (GFNMS), Cordell Bank (CBNMS) and the northern portion (Ano Nuevo to Rocky Point) of Monterey Bay National Marine Sanctuaries (MBNMS), which are administered through the Sanctuary office, in San Francisco. Through the use of volunteers (citizen scientists) the Sanctuary directly educates hundreds of local constituents on marine resources and indirectly reaches 1000's of visitors to the Sanctuary each year. The volunteers collect data that will be used to protect the natural resources of the Sanctuary while they learn how to be responsible stewards of the Sanctuary. Through the use of volunteer monitors we can accomplish our research objectives: 1) to assess the gaps in the Sanctuary's information base that may affect our ability to manage the area; 2) conduct studies of species or marine communities to identify resources most at risk or in need of management attention; 3) promote the Sanctuaries as a site for management related marine research by providing financial and logistical support for scientific investigations that address critical marine resource protection issues; 4) design research projects that are responsive to management concerns and that contribute to improved management of the Sanctuary; 5) make effective use of research results by incorporating them into interpretive and resource protection programs; and 6) encourage information exchange and cooperation among all the organizations and agencies undertaking management related research in the Sanctuaries to promote more timely and informed management.",1998,,"CALIFORNIA AND THE WORLD OCEAN '97 - TAKING A LOOK AT CALIFORNIA'S OCEAN RESOURCES: AN AGENDA FOR THE FUTURE, VOLS 1 AND 2, CONFERENCE PROCEEDINGS",,,1338-1347,WOS:000075224700170,,,#20018,Roletto 1998,Exclusion reason: Not a peer-reviewed article; ,missing
STRENGTHENING OF ADMINISTRATIVE SKILLS IN COMMUNITIES FOR THE MANAGEMENT OF PROTECTED MARINE AREAS,"Camacho, NRZ; Torres, SGL; Alban, MTM","Ecosystems provide people with the satisfaction of their essential, vital needs, such as food, oxygen and water, promoting protection against natural phenomena. The consequences on biodiversity are constant over times, and have no intentions of diminishing what will lead to the benefits of the next generations are significantly scarce. Therefore, we must aim to restore levels of degradation of ecosystems based on an evaluation of the practices that are necessary to preserve natural resources. The present investigation focuses on the studies and administrative management activities that have been developed in the Puntilla de Santa Elena Faunal Production Reserve, with regard to its production activities (fishing, tourism and aquaculture) as well as sales activities on the part of the merchants and artisans, highlighting the impact that these practices have had on the ecosystems of the province of Santa Elena. Therefore, the different production activities that have been carried out in the protection area are analyzed, and how they have been managed. In conclusion, citizen participation is one of the greatest long-term challenges, in order to establish a habit on the part of society, with regard to the appropriation of natural environments as part of its ecosystem.",2019,,REVISTA UNIVERSIDAD Y SOCIEDAD,11,5,447-453,WOS:000496817400028,,,#20070,Camacho 2019,Exclusion reason: Non-English; Kimberly Cheung (2022-07-09 10:32:54)(Select): Couldn’t find PDF; ,Language; missing
"VISITOR'S PROFILE, PERCEPTION AND OBSERVATION OF WILD ANIMALS: CASE STUDY IN FERNANDO DE NORONHA NATIONAL MARINE PARK (PERNAMBUCO-BRAZIL)","Moreira, JC; Haura, FK; Burns, RC; Caires, AM","Femando de Noronha (PE), an archipelago situated in the northeast of Brazil, is a protected area that is rife with wild animals such as turtles, dolphins, sharks, birds and reef fish. This article presents the results of a survey related with the profile and perception of visitors of the Femando de Noronha Marine National Park, regarding the observation of animals. Part of the data collection was from the application of a questionnaire in the context of the project ""Tourism, Public Use Management and Visitor Perception: Data Collection and Research in Protected Areas"", also conducted in other Brazilian protected areas between 2013 and 2018. The questionnaire was adapted to the Brazilian setting, and is based on the models used by the United States Forest Service's National Visitor Use Monitoring Program (NVUM). A total of 104 completed surveys were obtained in 2016, using a tablet and Droid Survey software. In addition to the survey, participant observation sessions were conducted with onsite visitors, as well as completion of a literature review. Results showed that the TAMAR Project and the Spinner Dolphin Project are essential for environmental awareness initiatives and to develop activities that allow the observation of animals; of the interviewees.",2019,,ANAIS BRASILEIROS DE ESTUDOS TURISTICOS-ABET,9,,,WOS:000500228600001,,,#20085,Moreira 2019,Exclusion reason: Non-English; ,Language
The use of sociocultural valuation in sustainable environmental management,"Ruiz-Frau, A; Krause, T; Marba, N","The integration of sociocultural valuations (SCV) within an ecosystem services (ES) framework is increasingly being required in environmental management contexts. Yet, this raises important questions: how do we approach SCV when people's perceptions are based on unbalanced information and advocate for detrimental actions? How then should SCV results be used? Should they be used to steer decisions? We use an example from a SCV of ES provided by seagrass meadows in the North Western Mediterranean to provide recommendations on SCV integration into the management of a coastal ecosystem. Our results show that societal perceptions and preferences for specific management actions are generally built on unbalanced and incomplete knowledge. Consequently, establishing management decisions on SCV could lead to detrimental outcomes, potentially undermining long-term environmental and social benefits. We highlight the importance of integrating SCV into management design to tailor management to specific contexts. However, we also show that SCV should be considered carefully when deciding on management actions and that the integration of SCV outcomes has to be assessed with regards to the level of knowledge among society. (C) 2017 Elsevier B.V. All rights reserved.",2018,,ECOSYSTEM SERVICES,29,,158-167,WOS:000424282600016,10.1016/j.ecoser.2017.12.013,,#20105,Ruiz-Frau 2018,Exclusion reason: Wrong study design; ,
Angler travel distances: Implications for spatial approaches to marine recreational fisheries governance,"Camp, EV; Ahrens, RNM; Crandall, C; Lorenzen, K","Increasingly recreational fisheries are being managed as socioecological systems using spatially explicit and participatory place based approaches. Such approaches require considering the spatial dynamics of a resource (fish) as well as its users (anglers). While the former is comparatively well studied, very little empirical information exists regarding the spatial ranges of angler travel to fishing locations. To address this and ultimately inform spatial and place based management approaches, the statistical properties of angler travel were assessed in six popular marine recreational fisheries in Florida, USA. Expected angler travel distances differed among species, regions, and years, with most trips in certain fisheries (e.g., common snook) made by anglers residing in close proximity to the fishing site (< 30 km), while anglers targeting other species (e.g., red snapper) usually traveled more than 200 km from their residence to fish. In concert with literature, these results suggest that some fisheries may be better suited than others for more spatially explicit or place based approaches to management. More broadly, these results can be used to better identify and engage stakeholders in management, anticipate effects of spatially explicit management decisions, and assess relative importance of different fisheries for attracting out-of-region or state trips, which may be important for local economies.",2018,,MARINE POLICY,87,,263-274,WOS:000419412200032,10.1016/j.marpol.2017.10.003,,#20108,Camp 2018,Exclusion reason: Wrong setting; ,
Identifying 'public values' for marine and coastal planning: Are residents and non-residents really so different?,"Munro, J; Pearce, J; Brown, G; Kobryn, H; Moore, SA","Planning and management for marine and coastal areas is often contentious, with competing interests claiming their preferences are in the 'public interest'. Defining the public interest for marine and coastal areas remains a wicked problem, however, resistant to resolution. A focus on more tangible 'public values' offers an alternative for policy and planning in specific contexts. However, ambiguity surrounds who or what constitutes the 'public', with stakeholder engagement often used as a proxy in marine and coastal research. In this study, the outcomes of participatory processes involving the public from diverse backgrounds and geographical locales were explored. A public participation GIS (PPGIS) survey was undertaken in the remote Kimberley region of Australia to identify the spatial values and management preferences for marine and coastal areas. Similarities and differences between the volunteer public (n = 372) and online panel respondents (n = 206); and for the volunteer public only, differences between residents (n = 118) and non-residents (n = 254) were assessed. Online panelists evidenced lesser quality mapping data and did not provide a reliable means of accessing 'public' values. Residents were more likely to map general recreational and recreational fishing values while non-locals were more likely to map biological/conservation and wilderness values. Overall, residents and non-residents were more alike than dissimilar in their mapping of values and management preferences, suggesting that the need to preference local views may be overstated, although there may be differences in policy priorities. Future research should focus on the breadth and representativeness of stakeholder interests to access the views of wider society and hence public values, rather than current approaches where local interests are often the primary focus of participatory stakeholder engagement. (C) 2017 Elsevier Ltd. All rights reserved.",2017,,OCEAN & COASTAL MANAGEMENT,148,,21-Sep,WOS:000412611300002,10.1016/j.ocecoaman.2017.07.016,,#20121,Munro 2017,Exclusion reason: Wrong study design; ,
"An assessment of governance of marine and coastal resources on Koh Tao, Thailand","Satumanatpan, S; Moore, P; Lentisco, A; Kirkman, H","This was the first assessment of marine and coastal resource governance on Koh Tao, a small island in the Western Gulf of Thailand. The study assessed perceptions of governance of marine and coastal resources among national and provincial authorities and Koh Tao residents on the basis of governance components law, institutions and process and governance principles transparency, participation, rule of law, accountability and access to justice. Governance to deal with the anticipated continued growth in marine-based tourism is challenged. The study identified misunderstandings about governance and governance weaknesses, which, if they are not addressed, will be obstacles to the future sustainable development of Koh Tao. The research findings indicate that supporting local governance will be key to maintaining sustainable use of marine and coastal resources on the island and ensuring the sustainability of the local economy, which depends on these resources. We suggest a number of recommendations that can apply generally in countries wishing to conserve marine and coastal biodiversity and use those resources sustainably on coasts and islands. (C) 2017 Elsevier Ltd. All rights reserved.",2017,,OCEAN & COASTAL MANAGEMENT,148,,143-157,WOS:000412611300014,10.1016/j.ocecoaman.2017.08.001,,#20123,Satumanatpan 2017,Exclusion reason: Wrong study design; ,
Comparing stakeholder perceptions with empirical outcomes from negotiated rulemaking policies: Is participant satisfaction a proxy for policy success?,"McDonald, SL; Lewison, RL; Roady, SE; Kramer, RJ; Rigling-Gallagher, D; Read, AJ","Evaluation of natural resource management policies often is made difficult by lack of robust or long-term data on the resource. In the absence of empirical data, natural resource policy evaluation may rely on expert or stakeholder perception of success as a proxy, particularly in the context of policies that depend on multi-stakeholder engagement or negotiated rulemaking. However, few formal evaluations have compared empirical ecological outcomes with stakeholder perception. This study compares stakeholder perceptions of policy outcomes with ecological outcomes from a long-term, ecological dataset as part of the U.S. Marine Mammal Protection Act's Take Reduction Planning process. Structural Equation Models revealed that stakeholder perceptions were significantly and positively related to positive ecological outcomes. Also, perceived success and ecological performance rankings of the Take Reduction Plans were comparable for three of the five plans examined. This analysis suggests that for this particular policy instrument, stakeholder perception aligns well with ecological outcomes, and this positive relationship is likely the result of a commitment and support for stakeholder education and engagement. However, even within a single policy analysis, there was variability suggesting that the relationship between stakeholder perceptions and policy outcomes must continue to be evaluated. This study suggests that stakeholder perception can be an accurate reflection of ecological outcomes, but not necessarily a predictor of them. (C) 2016 Elsevier Ltd. All rights reserved.",2016,,MARINE POLICY,73,,224-230,WOS:000385325300028,10.1016/j.marpol.2016.08.013,,#20166,McDonald 2016,Exclusion reason: Wrong setting; ,
Detecting ecosystem service trade-offs and synergies: A practice-oriented application in four industrialized estuaries,"Jacobs, S; Wolfstein, K; Vandenbruwaene, W; Vrebos, D; Beauchard, O; Mans, T; Meire, P","Estuaries connect terrestrial and marine biomes. Their ecological functioning is essential for marine matter fluxes, while their central economic role as transport hubs persists throughout history and has become ever more pronounced. Managing complex socio-ecological systems such as estuaries can benefit from an ecosystem service approach. The challenge is to combine highly complex knowledge, prone to uncertainties, to policy relevant information. This paper introduces a knowledge-based ecosystem service screening, applied in a participatory manner by including different stakeholders from four industrialized NW-European estuaries.The approach allowed to efficiently engage stakeholders from different, often opposing sectors, in order to derive a set of ecosystem services of high societal importance, link them to supply by habitats, and explore inter- and intra-estuarine variability. By introducing the notion of trade-offs and synergies and assessing these for estuaries, the interconnectedness and mutual interests for estuarine management measures were indicated. The screening is based on knowledge surveys among experts. Statistical reliability was acceptable, but to complement the assessment, quantitative validation on a local scale would be useful.Ecosystem service assessments, especially when engaging stakeholders, can inform policy on strategies for the sustainable use of ecosystem services in intensively used and ecologically fragile estuarine zones. (C) 2015 Elsevier B.V. All rights reserved.",2015,,ECOSYSTEM SERVICES,16,,378-389,WOS:000366578000038,10.1016/j.ecoser.2014.10.006,,#20203,Jacobs 2015,Exclusion reason: Wrong study design; ,
"Stakeholder perceptions of ecosystem service declines in Milne Bay, Papua New Guinea: Is human population a more critical driver than climate change?","Butler, JRA; Skewes, T; Mitchell, D; Pontio, M; Hills, T","Milne Bay Province (MBP) in Papua New Guinea is a priority seascape in the Coral Triangle marine biodiversity hotspot. Goal 4 of the Coral Triangle Initiative on Coral Reefs, Fisheries and Food Security promotes adaptation planning for small island ecosystems and communities threatened by climate change, but information to identify vulnerable islands and priority interventions is limited. This study adapted the Millennium Ecosystem Assessment (2005) framework in MBP with regional stakeholders to project trends in harvested or cultivated 'provisioning' ecosystem goods and services (EGS), human wellbeing, drivers of change and necessary management strategies, based on their tacit knowledge. In 2010 five island subregions which are susceptible to food insecurity were assessed. Workshop participants identified freshwater, garden food crops, coral, beche-de-mer, reef fish and sharks as the most important EGS in all subregions. Terrestrial EGS contributed 43% of aggregated ecosystem-derived well-being, and marine EGS 57%. By 2030 the overall condition of EGS was projected to decline by > 50%. The primary driver in all subregions was human population growth, and climate change impacts were predicted in only two subregions. Improved garden and agricultural productivity and population control were the highest ranked management strategies. Population relocation was also prioritised for two subregions where human carrying capacities may soon be exceeded. Although none of the strategies addressed climate change directly, all could yield climate adaptation and marine conservation co-benefits by enhancing ecosystem-based adaptation and community adaptive capacity. It is suggested that there is a 20-30 year 'adaptation window' in which to address population growth, which otherwise will continue to erode the capacity of communities and ecosystems to cope with potentially extreme climate impacts after mid-century. (C) 2014 Elsevier Ltd. All rights reserved.",2014,,MARINE POLICY,46,,13-Jan,WOS:000333853700001,10.1016/j.marpol.2013.12.011,,#20252,Butler 2014,Exclusion reason: Wrong study design; ,
"Including coastal resource users in fisheries management evaluation of San Miguel Bay, Philippines","Andalecio, MN","This paper examines an approach that integrates the judgment and perceptions of coastal resource users in prioritizing the criteria and indicators for fisheries management impact evaluation. Five criteria with corresponding indicators were identified and selected namely, acceptability, biotic diversity, economic performance, enforceability, and equity. The weights of importance of criteria and indicators were determined through the Analytic Hierarchy Process applied in a case study with 23 resource user groups (categorized as fishers, local government unit, non-government organization, private sector and women) in San Miguel Bay, Philippines.The results of this study revealed that overall, acceptability is the most important criterion in evaluating the impacts of fisheries management strategy in San Miguel Bay, especially for the local government units and fishers groups. The best measure of acceptability criterion are the indicators resource users participation in fisheries management process, level of awareness of resource users in fisheries resource management and number of fishers who belong to an organization. Ten groups have consistency ratios between 0.0 and 0.08 which are within the acceptable level of 0.10. Conversely, most groups (78%) have consistency ratios less than 0.26. Also, the results of the preference analysis are remarkable because among the representative groups, most fishers groups exhibited consistencies in their judgments (average consistency ratios of 0.06-0.08). Economic performance indicators were consistently judged across groups indicating that individuals present higher convergence of views toward economic objective. (C) 2011 Elsevier Ltd. All rights reserved.",2011,,OCEAN & COASTAL MANAGEMENT,54,10,760-770,WOS:000295662000005,10.1016/j.ocecoaman.2011.08.004,,#20320,Andalecio 2011,Exclusion reason: Wrong study design; ,Proposed
"Lessons from Integrating Fishers of Arapaima in Small-Scale Fisheries Management at the Mamiraua Reserve, Amazon","Castello, L; Viana, JP; Watkins, G; Pinedo-Vasquez, M; Luzadis, VA","Fishers and small-scale fisheries worldwide have been marginalized historically. Now it is clear that integrating fishers in management processes is key to resource conservation, but it is less clear how to do it. Here, based on a literature review and new information, we present and analyze a case in which the participation of fishers in the management process was crucial in recovering an overexploited small-scale fishery for the pirarucu (Arapaima spp.) in the Amazon Basin, Brazil. In 8 years of experimental management, from 1999 to 2006, the population of pirarucu increased 9-fold (from about 2200 to 20,650 individuals), harvest quotas increased 10-fold (from 120 to 1249 individuals), and fishers' participation in the management process increased and they benefited from increased monetary returns. Additionally, the number of communities conducting the management scheme increased from 4 in 1999 to 108 in 2006, following the demands of fishers and regional government agencies. Based on our analysis, we suggest that the participation of fishers in the management of other small-scale fisheries in the world can be improved by focusing on (1) applying the knowledge and skills of fishers in resource monitoring and management, (2) bridging knowledge systems among all involved stakeholders, (3) collaborating with fishers that are interested in, and capable of conducting, resource conservation schemes, and (4) conducting management under conditions of uncertainty.",2009,,ENVIRONMENTAL MANAGEMENT,43,2,197-209,WOS:000264175400002,10.1007/s00267-008-9220-5,,#20368,Castello 2009,Exclusion reason: Wrong setting; Ryan OConnor (2022-07-22 02:29:04)(Select): not the ocean; ,
"Gender, tourism, and participatory appraisals at the Corumbau Marine Extractive Reserve, Brazil","Di Ciommo, RC","The Corumbau Marine Extractive Reserve was created in a region of rich biodiversity, located in the South of Bahia State, Brazil, to meet the revindications of artisanal fishermen in a context of increasing predatory industrial fisheries. The aim of the Marine Extractive Reserve is to improve the sustainability of fisheries stocks and the economy of artisanal fishermen's families, protecting the local biodiversity for the locals' collective use. However, at Corumbau the natives are facing social problems that have increased due to tourism growth. The present research contributes to the Management Plan in sectors that are crucial to assess the aspirations and subjective aspects related to the natives' daily life at individual, familiar and communitary levels. The Participatory Appraisal with a Gender Equity Perspective (PAGP) was applied to five communities at RESEX Corumbau, showing, by gender, the greatest problems artisanal fisheries' families are facing. Tourism is growing in the area, reflecting the residents different and contradictory interests. It can develop commerce and jobs, but also intensify some social and environmental problems in this area.",2007,,HUMAN ECOLOGY REVIEW,14,1,56-67,WOS:000248873300005,,,#20398,DiCiommo 2007,Exclusion reason: Wrong study design; ,
Resolving conflicts in selecting a programme of fisheries science investigation,"Kerr, S; Johnson, K; Side, J; Baine, M; Davos, C; Henley, J","Investigation and illumination of the underlying conflicts within a community of fishers provided the context for the case study supporting this paper. The case study is based in the Scottish archipelago of Orkney which relies heavily on the marine environment for the well-being of its communities. This investigation goes beyond the conventional relationship between scientists and fishers, and places fishers in a position to identify a programme of scientific research for the benefit of their fishery. Participatory techniques are used to: (a) establish a collective research agenda of high priority subjects; (b) identify groups' statistically similar research priorities; (c) assess attitudes towards other stakeholders; (d) assess potential reaction to the research agenda. Special attention is given to dissemination of results. Key findings include a reluctance of fishermen to participate in meetings but a high level of participation through completion of questionnaires (in excess of 50%) after considerable personal contact with the research team. Partly reflecting the determination of those few who attended the meetings is the finding of the hostility they expressed towards fisheries science and research while a notably less hostile view was expressed in the returned confidential questionnaires. Cluster analysis identified four groups Of fishers expressing differing priorities for four possible research programmes. A lesson for policy makers is the nature of the approach to gain the benefit of the fishing community's participation into research policy decisions. Determined individuals in public forums may not reflect majority opinions and other avenues of participation might be more reflective of conflict management potential. (c) 2006 Elsevier B.V. All rights reserved.",2006,,FISHERIES RESEARCH,79,3,313-324,WOS:000238513900010,10.1016/j.fishres.2006.03.006,,#20412,Kerr 2006,Exclusion reason: Wrong study design; ,
"CARICOMP program: Long-term monitoring of marine ecosystems at Morrocoy National Park, Venezuela","Bone, D; Croquer, A; Klein, E; Perez, D; Losada, F; Martin, A; Bastidas, C; Rada, M; Galindo, L; Penchaszadeh, P","The data collected during almost a decade by the CARICOMP (Caribbean Coastal Marine Productivity) program at Morrocoy National Park are presented The aim of this program is to study the structure and function of the three principal Caribbean coastal ecosystems: man-groves, seagrass beds and coral reefs. Currently; more than 12 marine laboratories from 9 countries participate in the network. Since 1992, the program has been executed in Venezuela by Fundacion la Salle in Isla Margarita and INTECMAR (USB) in Parque Nacional Morrocoy: In the latter, INTECMAR has carried out routine monitoring of environmental and biological variables in several localities, in order to characterize the structure, composition and productivity of these marine ecosystems. The information aims to establish comparisons with the data collected by other laboratories, making possible to build a robust data base for understanding long-term threshold responses of these ecosystems to global changes, human impacts and climate changes.",2001,,INTERCIENCIA,26,10,457-+,WOS:000172134300006,,,#20454,Bone 2001,"Exclusion reason: Non-English; Kimberly Cheung (2022-07-07 02:49:52)(Select): Related article = https://www.frontiersin.org/articles/10.3389/fmars.2018.00519/full; Kimberly Cheung (2022-07-07 02:49:47)(Select): I think likely an exclude given this other article on the CARICOMP program, more of a lab collaboration; ",Language
Spatial social value distributions for multiple user groups in a coastal national park,"Ancona, Z.H.; Bagstad, K.J.; Le, L.; Semmens, D.J.; Sherrouse, B.C.; Murray, G.; Cook, P.S.; DiDonato, E.","Managing public lands to maximize societal benefits requires spatially explicit understanding of societal valuation, and public participation geographic information systems (PPGIS) are increasingly used in coastal settings to accomplish this task. Social Values for Ecosystem Services (SolVES), a PPGIS tool that systematizes the mapping and modeling of social values and cultural ecosystem services, is promising for use in coastal settings but has seen relatively limited applications relative to other PPGIS approaches; it has also, to our knowledge, not yet been applied in a barrier island setting. In this study, we surveyed two visitor groups and residents living near Cape Lookout National Seashore (North Carolina, USA) to understand their social values in the context of the park's management needs. We developed social-value models to evaluate differences between three user groups (fall visitors, summer visitors, and residents) and to evaluate how respondents' experiences, attitudes, and recreational activities influence the locations they value and their most strongly held value types, which included aesthetic, recreation, biodiversity, future, therapeutic, and historic values. We found that accessibility, user types and the seasonality of major recreational activities, and the linear configuration of the barrier island system at Cape Lookout are important influences on the social values held by visitors and residents. The modeling results provide information relevant to management at Cape Lookout and can inform the design of future PPGIS studies in coastal and marine settings. © 2022",2022,,Ocean and Coastal Management,222,,,,10.1016/j.ocecoaman.2022.106126,,#20489,Ancona 2022,Exclusion reason: Wrong study design; ,
Evaluation of the management of marine protected areas. Comparative study in Costa Rica,"Maestro, M.; Pérez-Cayeiro, M.L.; Morales-Ramírez, Á.; Chica-Ruiz, J.A.","Costa Rica is one of the most biodiverse countries in the world, and stands out for its commitment to conservation. Along its two coasts, it presents a great heterogeneity of ecosystems and social realities. Social factors, more than physical-natural factors, determine the success or failure of an MPA, so they must be urgently incorporated into all phases of MPA management. The objective of this work is to analyze the management of three marine protected areas, to establish improvements. These areas are Santa Rosa National Park, Marino Ballena National Park and Cahuita National Park. The methodology used assesses 26 indicators grouped into 4 key factotres: management body, planning subprocess, public participation, and implementation subprocess. The results of this evaluation are 5 possible scenarios. These scenarios have been termed (from the ideal situation to the least favourable): proactive (1), learning (2), interactive (3), centralized (4) and formal (5) management. The results of this study show that both Santa Rosa and Cahuita present a proactive scenario (1), with high citizen participation, although in practice the way the two MPAs are managed is very different. Marino Ballena, on the other hand, is in scenario 5 (formal), and a series of measures are presented that can move it towards scenario 2 (learning). In general, MPA management in Costa Rica tends to be adaptive, with high public participation, as determined by its public policies. However, the existence of a public policy favors but does not guarantee success in MPA management, as can be seen in the difference in results. Therefore, the periodic evaluation of its management, allowing for feedback, is essential. © 2022 Elsevier Ltd",2022,,Journal of Environmental Management,308,,,,10.1016/j.jenvman.2022.114633,,#20491,Maestro 2022,Exclusion reason: Wrong study design; ,
Ensuring the Sustainability of Coastal Small-Scale Fisheries at Pitcairn Island (South Pacific) Within a Large Scale No-Take MPA,"Duffy, H.J.; Letessier, T.B.; Koldewey, H.J.; Dawson, T.P.; Irving, R.A.","The Pitcairn Islands, located in the central South Pacific, contain near-pristine marine ecosystems which support unique fish assemblages, together with both endemic and threatened species. Pitcairn itself is the only inhabited island in the group and, before this study, the environmental impact of local fisheries was unclear, with little data to inform conservation and management. In 2014–2015 coastal fish populations were assessed using a mixed methods approach: a newly introduced system of fishers’ catch monitoring and Baited Remote Underwater Video Systems (BRUVS). Thirty-nine BRUVS deployments recorded 88 species in total, with small-bodied herbivores (e.g., Kyphosus pacificus) and mesopredators (e.g., Xanthichthys mento) dominating a “bottom heavy” assemblage. Several large pelagic predators were recorded, but reef-associated predators were rare with only one shark observed. Pitcairn’s top predator assemblage was relatively impoverished compared to global “pristine” sites, including other islands within the Pitcairn group. Top predator scarcity may be explained by local artisanal fisheries, which have historically targeted sharks and other large reef carnivores, and these taxa may not have recovered despite subsequent declines in fishing pressure. The dominant small-bodied species may have proliferated as a result of diminished top predator populations. Subsequent to BRUVS sampling, a local fisheries officer post was created to collate catch data from coastal fishers. Regular returns were obtained from over half of the active fishers (representing approximately 80% of catches), with K. pacificus also dominating catches and the small grouper Epinephelus fasciatus frequently targeted. Thirty fish species were represented in the recorded catch over a 12 month period. Results were shared with the local community, providing a basis for the cooperative design of a Fisheries Management Plan. This plan ensured traditional fisheries could continue in a sustainable manner within Coastal Conservation Zones around each of the four Pitcairn Islands, established within the large, no-take Marine Protected Area designated in 2016, covering the entire Pitcairn Exclusive Economic Zone. Monitoring of Pitcairn’s artisanal fisheries should be continued beyond this one-off study in order to inform adjustment of the Fisheries Management Plan, as the ongoing island fishery may still have consequences for long-term sustainability, particularly for pelagic species caught in coastal waters which remain a significant data gap. © Copyright © 2021 Duffy, Letessier, Koldewey, Dawson and Irving.",2021,,Frontiers in Marine Science,8,,,,10.3389/fmars.2021.647685,,#20545,Duffy 2021,Exclusion reason: Wrong study design; ,
Marine Protected Area Watch and Marine Monitor (M2) RADAR Technology: Case Studies in Anthropogenic Use Monitoring in California's Marine Protected Areas,"Kemsley, A.; Pukini, C.","The efficacy of marine protected areas (MPAs) in California relies on human knowledge, understanding, and compliance with site-specific regulations, managed and enforced by the California Department of Fish and Wildlife. Two anthropogenic use studies, MPA Watch and Marine Monitor (M2) RADAR, are emerging tools for monitoring, adaptive management, and enforcement in California's MPA network. MPA Watch is a network of programs that supports healthy oceans by training community scientist volunteers to collect anthropogenic use data in and around MPAs. Non-consumptive, passive beach recreation is the most common activity accounting for 68.2% of recorded activities, suggesting education and outreach activities to foster awareness of and respect for coastal spaces are the most appropriate intervention. Potential poaching accounts for $\lt 1.0$% of all recorded activities, though it is important to note that even low levels of poaching within MPAs can decrease biodiversity. M2 RADAR combines commercial-off-the-shelf marine radar hardware with a custom software solution written using open-source tools to track vessel activity and poaching behavior in nearshore waters out to 5 miles. From January 2019 to April 2021 more than 90 cases of active poaching were reported and cross-referenced with M2 RADAR data, resulting in additional MPA patrols by California Department of Fish and Wildlife and City of San Diego Lifeguards. Users can make contact with potential violators, verify boat-based activity, and distribute informational material highlighting MPA boundaries and regulations, thus providing an efficient, low-cost tool for monitoring potential poaching behavior in real-time. © 2021 MTS.",2021,,,2021-September,,,,10.23919/OCEANS44145.2021.9705745,,#20567,Kemsley 2021,Exclusion reason: Not a peer-reviewed article; ,
